split,dataset,query_id,group,depth,initial_f1,pre_f1,post_f1,observed_delta,resolved_count,unresolved_count,resolved_fraction,evidence_support_count,support_per_resolved,answer_token_count,answer_char_count,reasoning_progress_token_count,reasoning_progress_char_count,next_information_need_token_count,next_search_query_token_count,cot_step_count,cot_token_count,passage_count,unique_passage_ratio,unique_title_ratio,evidence_vocab_size,retrieval_score_mean,retrieval_score_max,retrieval_score_std,question_query_jaccard,question_answer_jaccard,answer_evidence_jaccard,query_evidence_jaccard,progress_evidence_jaccard,need_evidence_jaccard,support_evidence_jaccard,answer_support_jaccard,unresolved_query_jaccard,resolved_evidence_jaccard,unresolved_evidence_jaccard,mu,v_hat,dynamic_benefit,adaptive_score,historical_native_u,historical_raser,historical_benefit,historical_direct_gain_et,historical_idr,provider_tokens,latency_ms
independent-evaluation,2wiki,09d1a82e08a111ebbd78ac1f6bf848b6,2wiki::09d1a82e08a111ebbd78ac1f6bf848b6,2.0,1.0,0.75,0.5,-0.25,2.0,1.0,0.6666666666666666,2.0,1.0,4.0,29.0,30.0,229.0,17.0,9.0,2.0,42.0,8.0,1.0,1.0,156.0,35.906152375,51.763874,7.54212957203206,0.2,0.4444444444444444,0.01910828025477707,0.050955414012738856,0.08139534883720931,0.03592814371257485,0.16455696202531644,0.06666666666666667,0.05263157894736842,0.08917197452229299,0.012121212121212121,0.013661111111111107,-0.05745175072457071,0.043848218095386506,0.07414869964122772,-209.0,-264.0,-987.0,-1774.0,-425.0,1460.0,16865.511399999377
independent-evaluation,2wiki,09e9522f086611ebbd5eac1f6bf848b6,2wiki::09e9522f086611ebbd5eac1f6bf848b6,1.0,1.0,1.0,0.25,-0.75,2.0,0.0,1.0,2.0,1.0,1.0,2.0,29.0,268.0,13.0,7.0,1.0,29.0,6.0,1.0,1.0,142.0,36.7549155,56.13109,12.812415220880874,0.2857142857142857,0.0,0.0,0.034722222222222224,0.08227848101265822,0.03333333333333333,0.03289473684210526,0.0,0.0,0.055944055944055944,0.0,0.15256666666666666,-0.2542877488176513,0.002239650405616792,0.5144933462142944,-1231.0,-1582.0,-1584.0,-758.0,-1732.0,1700.0,16901.09809999558
independent-evaluation,2wiki,09e9522f086611ebbd5eac1f6bf848b6,2wiki::09e9522f086611ebbd5eac1f6bf848b6,2.0,1.0,0.25,0.25,0.0,2.0,0.0,1.0,2.0,1.0,8.0,43.0,30.0,279.0,21.0,6.0,2.0,32.0,10.0,1.0,1.0,248.0,32.0154803,56.13109,11.498017077687502,0.21428571428571427,0.35714285714285715,0.007874015748031496,0.024193548387096774,0.057034220532319393,0.054901960784313725,0.0,0.0,0.0,0.0321285140562249,0.0,0.013661111111111107,0.03862505352691821,0.16680204684008337,0.08284156024456024,-1231.0,-1582.0,-1584.0,-758.0,-1732.0,1862.0,25344.060000003083
independent-evaluation,2wiki,0b56fc0808bd11ebbd89ac1f6bf848b6,2wiki::0b56fc0808bd11ebbd89ac1f6bf848b6,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.5,2.0,2.0,4.0,16.0,24.0,152.0,13.0,4.0,1.0,24.0,6.0,1.0,0.6666666666666666,109.0,40.57433566666667,47.658695,4.109402250330441,0.0,0.25,0.03669724770642202,0.018018018018018018,0.1271186440677966,0.06086956521739131,0.3063063063063063,0.1111111111111111,0.17647058823529413,0.10526315789473684,0.06837606837606838,0.15256666666666666,-0.06100265424044726,0.23239017648526733,0.4991050362586975,-357.0,-353.0,-104.0,-105.0,-8.0,1998.0,18713.737699996273
independent-evaluation,2wiki,0b56fc0808bd11ebbd89ac1f6bf848b6,2wiki::0b56fc0808bd11ebbd89ac1f6bf848b6,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.75,3.0,1.0,20.0,145.0,25.0,186.0,13.0,4.0,2.0,41.0,12.0,1.0,0.75,282.0,32.772333833333334,47.658695,8.754247790737265,0.0,0.125,0.04498269896193772,0.01060070671378092,0.04778156996587031,0.03146853146853147,0.14035087719298245,0.14545454545454545,0.4444444444444444,0.06338028169014084,0.017482517482517484,0.013661111111111107,0.215942661513262,0.5274603795388842,0.08915530145168304,-357.0,-353.0,-104.0,-105.0,-8.0,2538.0,19960.40830000129
independent-evaluation,2wiki,0b8e14280bdc11eba7f7acde48001122,2wiki::0b8e14280bdc11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,13.0,24.0,206.0,18.0,6.0,1.0,24.0,6.0,1.0,1.0,263.0,29.909605499999998,43.812126,6.755389885243306,0.16666666666666666,0.0,0.0076045627376425855,0.01509433962264151,0.04363636363636364,0.040740740740740744,0.0,0.0,0.3,0.026415094339622643,0.011235955056179775,0.15256666666666666,0.10005613126860999,0.21065289293615097,0.6376990675926208,-1206.0,-1161.0,-1179.0,-1293.0,-983.0,1867.0,14295.924999998533
independent-evaluation,2wiki,0b8e14280bdc11eba7f7acde48001122,2wiki::0b8e14280bdc11eba7f7acde48001122,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,13.0,25.0,200.0,20.0,5.0,2.0,34.0,9.0,1.0,1.0,347.0,30.292880666666665,43.812126,5.552621429641318,0.18181818181818182,0.0,0.005763688760806916,0.011494252873563218,0.03333333333333333,0.028011204481792718,0.03418803418803419,0.0,0.16666666666666666,0.017142857142857144,0.014245014245014245,0.013661111111111107,-0.017801763125075833,0.033534419591074956,0.30224719643592834,-1206.0,-1161.0,-1179.0,-1293.0,-983.0,2316.0,15167.985599997337
independent-evaluation,2wiki,0d2eb1240bdd11eba7f7acde48001122,2wiki::0d2eb1240bdd11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,26.0,207.0,9.0,5.0,1.0,26.0,6.0,1.0,0.8333333333333334,159.0,34.281545,36.046906,1.4076043296629919,0.25,0.0,0.0,0.018633540372670808,0.05714285714285714,0.024390243902439025,0.08695652173913043,0.0,0.7142857142857143,0.0875,0.024691358024691357,0.15256666666666666,0.6691500681091116,0.8592054103447297,0.8696261644363403,-232.0,-34.0,-62.0,-374.0,-245.0,1713.0,17190.51230000332
independent-evaluation,2wiki,0d2eb1240bdd11eba7f7acde48001122,2wiki::0d2eb1240bdd11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,15.0,24.0,174.0,13.0,7.0,2.0,34.0,12.0,1.0,0.9166666666666666,229.0,31.99734775,41.35626,4.446656993204429,0.13333333333333333,0.0,0.013100436681222707,0.021645021645021644,0.06302521008403361,0.025423728813559324,0.1471861471861472,0.08333333333333333,0.0,0.038461538461538464,0.0,0.013661111111111107,-0.000797023609345591,0.0016279434850863422,0.39372503757476807,-232.0,-34.0,-62.0,-374.0,-245.0,1683.0,13542.534300002444
independent-evaluation,2wiki,0d9b95d20bdd11eba7f7acde48001122,2wiki::0d9b95d20bdd11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,7.0,34.0,337.0,15.0,5.0,1.0,34.0,6.0,1.0,0.8333333333333334,113.0,42.00694816666667,70.87842,20.59642691953073,0.06666666666666667,0.0,0.0,0.03508771929824561,0.10526315789473684,0.05785123966942149,0.2608695652173913,0.0,0.0,0.07692307692307693,0.0,0.15256666666666666,-0.12343722063699404,0.05470376815920824,0.663053035736084,-243.0,-428.0,-210.0,-418.0,-761.0,1740.0,20978.9477000013
independent-evaluation,2wiki,0d9b95d20bdd11eba7f7acde48001122,2wiki::0d9b95d20bdd11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,1.0,7.0,25.0,212.0,14.0,6.0,2.0,44.0,12.0,1.0,0.75,173.0,38.67632758333333,70.87842,15.603808403780615,0.13333333333333333,0.0,0.005780346820809248,0.028735632183908046,0.07608695652173914,0.027472527472527472,0.3028571428571429,0.01818181818181818,0.0,0.0847457627118644,0.0,0.013661111111111107,-0.003847920010629864,0.0022782361748527164,0.2890327572822571,-243.0,-428.0,-210.0,-418.0,-761.0,1988.0,19331.073000001197
independent-evaluation,2wiki,0dde84ce08cb11ebbd92ac1f6bf848b6,2wiki::0dde84ce08cb11ebbd92ac1f6bf848b6,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.25,2.0,2.0,1.0,7.0,33.0,273.0,13.0,5.0,1.0,33.0,6.0,1.0,0.6666666666666666,144.0,44.07333366666666,54.706734,7.7793121250241795,0.3333333333333333,0.0,0.0,0.027586206896551724,0.12738853503184713,0.04666666666666667,0.1232876712328767,0.0,0.45454545454545453,0.08275862068965517,0.03333333333333333,0.15256666666666666,0.20027487415056905,0.26172689299986995,0.6408601999282837,-773.0,-1303.0,-588.0,-741.0,-1190.0,2166.0,37824.90510000207
independent-evaluation,2wiki,0dde84ce08cb11ebbd92ac1f6bf848b6,2wiki::0dde84ce08cb11ebbd92ac1f6bf848b6,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.6666666666666666,2.0,0.5,1.0,2.0,35.0,367.0,14.0,3.0,2.0,47.0,12.0,1.0,0.6666666666666666,212.0,35.01706791666667,54.706734,10.825844522016935,0.058823529411764705,0.0,0.0,0.009389671361502348,0.10267857142857142,0.0319634703196347,0.0,0.0,0.42857142857142855,0.09302325581395349,0.018604651162790697,0.013661111111111107,-0.15741398127966685,0.06656370730110225,0.09015128761529922,-773.0,-1303.0,-588.0,-741.0,-1190.0,2822.0,21889.65590000589
independent-evaluation,2wiki,0e00380c095011ebbdaeac1f6bf848b6,2wiki::0e00380c095011ebbdaeac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,2.0,12.0,18.0,127.0,9.0,4.0,1.0,18.0,6.0,1.0,1.0,166.0,39.775484166666665,65.98408,14.268014588119687,0.16666666666666666,0.2,0.012048192771084338,0.011904761904761904,0.06358381502890173,0.029411764705882353,0.1317365269461078,0.08695652173913043,0.5714285714285714,0.03614457831325301,0.023668639053254437,0.15256666666666666,0.4088644950730745,0.6550859431663716,0.492733359336853,-1235.0,-1123.0,-1498.0,-887.0,-1369.0,1581.0,16245.954999998503
independent-evaluation,2wiki,0e00380c095011ebbdaeac1f6bf848b6,2wiki::0e00380c095011ebbdaeac1f6bf848b6,2.0,1.0,1.0,0.5,-0.5,1.0,1.0,0.5,2.0,2.0,2.0,12.0,35.0,263.0,16.0,4.0,2.0,40.0,11.0,1.0,1.0,196.0,31.435233454545454,65.98408,13.950916599737456,0.16666666666666666,0.2,0.01020408163265306,0.015228426395939087,0.0947867298578199,0.06,0.1717171717171717,0.05555555555555555,0.25,0.030612244897959183,0.020202020202020204,0.013661111111111107,-0.021231589154627247,0.040147195008539534,0.06120810657739639,-1235.0,-1123.0,-1498.0,-887.0,-1369.0,2262.0,16353.327199998603
independent-evaluation,2wiki,0e4100ee0bdd11eba7f7acde48001122,2wiki::0e4100ee0bdd11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,22.0,152.0,14.0,6.0,1.0,22.0,6.0,1.0,0.6666666666666666,142.0,37.44965833333333,47.118584,7.396572773180036,0.14285714285714285,0.0,0.0,0.027777777777777776,0.06493506493506493,0.04697986577181208,0.08333333333333333,0.0,0.3,0.07042253521126761,0.027586206896551724,0.15256666666666666,0.5695101423502145,0.627130047276894,0.847156286239624,-643.0,-47.0,-598.0,-463.0,-163.0,2569.0,16959.29040000192
independent-evaluation,2wiki,0e4100ee0bdd11eba7f7acde48001122,2wiki::0e4100ee0bdd11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.5,3.0,15.0,40.0,312.0,14.0,8.0,2.0,50.0,12.0,1.0,0.75,368.0,32.28071858333333,47.118584,7.52889883778795,0.0,0.0,0.008152173913043478,0.018970189701897018,0.05699481865284974,0.018666666666666668,0.0,0.0,0.0,0.03234501347708895,0.0,0.013661111111111107,0.006983634650572287,0.027782481204971222,0.36583274602890015,-643.0,-47.0,-598.0,-463.0,-163.0,2694.0,17376.282899997022
independent-evaluation,2wiki,0e8b0fd208a311ebbd7bac1f6bf848b6,2wiki::0e8b0fd208a311ebbd7bac1f6bf848b6,1.0,1.0,1.0,0.25,-0.75,2.0,2.0,0.5,2.0,1.0,1.0,2.0,16.0,133.0,9.0,4.0,1.0,16.0,6.0,1.0,1.0,250.0,38.440644666666664,52.15521,7.06722651916671,0.0,0.0,0.0,0.01195219123505976,0.023076923076923078,0.023715415019762844,0.023622047244094488,0.0,0.5,0.05976095617529881,0.023809523809523808,0.15256666666666666,0.0347378363774553,0.20256198880004356,0.46608978509902954,-1360.0,-1535.0,-1177.0,-570.0,-1642.0,2283.0,22139.357699998072
independent-evaluation,2wiki,0e8b0fd208a311ebbd7bac1f6bf848b6,2wiki::0e8b0fd208a311ebbd7bac1f6bf848b6,2.0,1.0,0.25,0.25,0.0,3.0,1.0,0.75,3.0,1.0,8.0,48.0,31.0,313.0,20.0,3.0,2.0,39.0,11.0,1.0,0.9090909090909091,361.0,39.12666390909091,58.128864,8.288672297396998,0.0,0.375,0.01652892561983471,0.0055248618784530384,0.053763440860215055,0.040983606557377046,0.0,0.0,0.6,0.04132231404958678,0.008264462809917356,0.013661111111111107,0.08603229022857908,0.20256123213363386,0.11696363985538483,-1360.0,-1535.0,-1177.0,-570.0,-1642.0,4061.0,15692.644399998244
independent-evaluation,2wiki,0fa1c3760bdb11eba7f7acde48001122,2wiki::0fa1c3760bdb11eba7f7acde48001122,1.0,0.11,0.11,0.0,-0.11,2.0,1.0,0.6666666666666666,2.0,1.0,13.0,88.0,23.0,159.0,12.0,7.0,1.0,23.0,6.0,1.0,1.0,292.0,27.591087333333334,43.498547,7.18716596775817,0.125,0.2631578947368421,0.040955631399317405,0.023972602739726026,0.05351170568561873,0.030508474576271188,0.0,0.0,0.3076923076923077,0.04391891891891892,0.027210884353741496,0.15256666666666666,0.07752320303896314,0.4069934326938968,0.7516436576843262,-276.0,-326.0,-204.0,-183.0,-287.0,2611.0,20720.605700000306
independent-evaluation,2wiki,0fa1c3760bdb11eba7f7acde48001122,2wiki::0fa1c3760bdb11eba7f7acde48001122,2.0,0.11,0.0,0.0,0.0,1.0,2.0,0.3333333333333333,2.0,2.0,7.0,40.0,23.0,152.0,19.0,6.0,2.0,35.0,11.0,1.0,0.9090909090909091,456.0,33.228561363636366,45.13102,9.02345056138311,0.13333333333333333,0.125,0.01312910284463895,0.013157894736842105,0.030107526881720432,0.03036876355748373,0.021645021645021644,0.15,0.23076923076923078,0.01312910284463895,0.010845986984815618,0.013661111111111107,0.04060217609813071,0.21036391699361645,0.16232262551784515,-276.0,-326.0,-204.0,-183.0,-287.0,2682.0,15875.566599999729
independent-evaluation,2wiki,0fb3dfe408bf11ebbd8aac1f6bf848b6,2wiki::0fb3dfe408bf11ebbd8aac1f6bf848b6,1.0,1.0,1.0,0.0,-1.0,2.0,3.0,0.4,2.0,1.0,3.0,15.0,18.0,125.0,10.0,4.0,1.0,18.0,6.0,1.0,0.8333333333333334,119.0,51.066220333333334,68.30587,14.327296189423388,0.0,0.21428571428571427,0.025210084033613446,0.01652892561983471,0.03007518796992481,0.04878048780487805,0.09836065573770492,0.2,0.25,0.10743801652892562,0.07142857142857142,0.15256666666666666,-0.2643506268484573,0.08354019554085895,0.4645962715148926,-236.0,-274.0,-82.0,-24.0,-44.0,1510.0,18451.15330000408
independent-evaluation,2wiki,0fb3dfe408bf11ebbd8aac1f6bf848b6,2wiki::0fb3dfe408bf11ebbd8aac1f6bf848b6,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.4,3.0,1.5,3.0,20.0,34.0,276.0,13.0,4.0,2.0,36.0,10.0,1.0,0.8,146.0,44.4710082,68.30587,15.31499093645951,0.0,0.0,0.0,0.013513513513513514,0.125,0.052980132450331126,0.28187919463087246,0.0,0.25,0.0958904109589041,0.06578947368421052,0.013661111111111107,-0.00821842865864614,0.07047006618866414,0.08425772190093994,-236.0,-274.0,-82.0,-24.0,-44.0,2393.0,22721.73649999604
independent-evaluation,2wiki,101783620bdc11eba7f7acde48001122,2wiki::101783620bdc11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.5,2.0,14.0,27.0,221.0,21.0,3.0,1.0,27.0,6.0,1.0,1.0,192.0,31.405019333333332,55.394825,10.77488960416702,0.07692307692307693,0.0,0.010416666666666666,0.010362694300518135,0.06829268292682927,0.03902439024390244,0.12435233160621761,0.08,0.0,0.030612244897959183,0.0,0.15256666666666666,-0.012141695894650341,0.009696597802413812,0.6538684368133545,-1551.0,-894.0,-382.0,-195.0,-1375.0,2153.0,18766.865600002347
independent-evaluation,2wiki,101783620bdc11eba7f7acde48001122,2wiki::101783620bdc11eba7f7acde48001122,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,8.0,22.0,177.0,12.0,6.0,2.0,41.0,12.0,1.0,0.8333333333333334,331.0,30.357446166666666,55.394825,9.79736873674357,0.13333333333333333,0.0,0.0030211480362537764,0.015060240963855422,0.03216374269005848,0.014792899408284023,0.15915915915915915,0.01818181818181818,0.0,0.03293413173652695,0.0,0.013661111111111107,-0.0015097368264741032,0.0008722519310754604,0.21975767612457275,-1551.0,-894.0,-382.0,-195.0,-1375.0,2369.0,24192.114699995727
independent-evaluation,2wiki,102abfe4087c11ebbd69ac1f6bf848b6,2wiki::102abfe4087c11ebbd69ac1f6bf848b6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,10.0,72.0,29.0,232.0,17.0,5.0,1.0,29.0,6.0,1.0,0.8333333333333334,173.0,39.505601166666665,52.361206,9.112927806868555,0.16666666666666666,0.3,0.05172413793103448,0.017142857142857144,0.08602150537634409,0.061452513966480445,0.06779661016949153,0.3,0.4444444444444444,0.045714285714285714,0.028409090909090908,0.15256666666666666,0.12431527216358272,0.3624919114498948,0.500320553779602,-64.0,-1023.0,-1267.0,-488.0,-996.0,2407.0,17815.363499998057
independent-evaluation,2wiki,102abfe4087c11ebbd69ac1f6bf848b6,2wiki::102abfe4087c11ebbd69ac1f6bf848b6,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,45.0,377.0,19.0,3.0,2.0,55.0,12.0,1.0,0.8333333333333334,393.0,29.5156675,52.361206,11.89691361600193,0.0,0.0,0.0,0.005076142131979695,0.06829268292682927,0.02743142144638404,0.060759493670886074,0.0,0.0,0.04060913705583756,0.012658227848101266,0.013661111111111107,-0.04479172211811971,0.1008300395363643,0.149400532245636,-64.0,-1023.0,-1267.0,-488.0,-996.0,3288.0,21410.50710000127
independent-evaluation,2wiki,108ef78a0bdc11eba7f7acde48001122,2wiki::108ef78a0bdc11eba7f7acde48001122,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,1.0,8.0,37.0,323.0,11.0,3.0,1.0,37.0,6.0,1.0,0.6666666666666666,113.0,32.684818666666665,44.17166,8.467982992724453,0.08333333333333333,0.0,0.008849557522123894,0.017543859649122806,0.12781954887218044,0.03333333333333333,0.0,0.0,0.75,0.07894736842105263,0.017391304347826087,0.15256666666666666,0.323593082466553,0.4635314920300105,0.6813823580741882,-1363.0,-1180.0,-856.0,-867.0,-1170.0,2307.0,13889.497200012556
independent-evaluation,2wiki,108ef78a0bdc11eba7f7acde48001122,2wiki::108ef78a0bdc11eba7f7acde48001122,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,1.0,8.0,33.0,249.0,14.0,5.0,2.0,49.0,12.0,1.0,0.6666666666666666,258.0,27.875075916666667,44.17166,8.032303634752305,0.07142857142857142,0.0,0.003875968992248062,0.015444015444015444,0.06985294117647059,0.030303030303030304,0.11538461538461539,0.03125,0.3333333333333333,0.03474903474903475,0.011450381679389313,0.013661111111111107,0.022663155207733928,0.062001287449098115,0.2149181216955185,-1363.0,-1180.0,-856.0,-867.0,-1170.0,2740.0,17733.282399996824
independent-evaluation,2wiki,11ab487a0bdd11eba7f7acde48001122,2wiki::11ab487a0bdd11eba7f7acde48001122,1.0,0.0,0.0,0.4,0.4,1.0,1.0,0.5,1.0,1.0,1.0,7.0,25.0,188.0,10.0,5.0,1.0,25.0,6.0,1.0,0.6666666666666666,253.0,36.22478816666667,62.8116,12.032919297321943,0.23076923076923078,0.0,0.0,0.019762845849802372,0.06513409961685823,0.023346303501945526,0.11811023622047244,0.0,0.8333333333333334,0.03137254901960784,0.01968503937007874,0.15256666666666666,0.71515666215261,0.8955753983232783,0.841045618057251,-533.0,-564.0,-586.0,-1103.0,-904.0,2132.0,20164.36939999403
independent-evaluation,2wiki,11ab487a0bdd11eba7f7acde48001122,2wiki::11ab487a0bdd11eba7f7acde48001122,2.0,0.0,0.4,0.33,-0.07,2.0,0.0,1.0,3.0,1.5,4.0,28.0,31.0,237.0,15.0,7.0,2.0,39.0,11.0,1.0,0.7272727272727273,320.0,38.10087663636364,62.8116,12.588971860068083,0.0,0.0,0.0125,0.021875,0.0668693009118541,0.024464831804281346,0.14551083591331268,0.08,0.0,0.037383177570093455,0.0,0.013661111111111107,-0.00820789373447821,0.038356449990129736,0.5942729711532593,-533.0,-564.0,-586.0,-1103.0,-904.0,2454.0,17190.943799992965
independent-evaluation,2wiki,11b227220bdc11eba7f7acde48001122,2wiki::11b227220bdc11eba7f7acde48001122,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,6.0,34.0,335.0,9.0,3.0,1.0,34.0,6.0,1.0,1.0,146.0,32.09973633333333,38.29078,3.8212662754970657,0.07692307692307693,0.0,0.00684931506849315,0.013605442176870748,0.07784431137724551,0.026490066225165563,0.11564625850340136,0.0,0.0,0.04666666666666667,0.0,0.15256666666666666,0.002659976630915232,0.019648116417466256,0.6726387739181519,-1437.0,-1181.0,-1251.0,-1347.0,-1284.0,1559.0,13224.783199999365
independent-evaluation,2wiki,11b227220bdc11eba7f7acde48001122,2wiki::11b227220bdc11eba7f7acde48001122,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,6.0,25.0,201.0,13.0,6.0,2.0,47.0,12.0,1.0,0.9166666666666666,170.0,30.368190666666667,41.880264,7.358986412891024,0.21428571428571427,0.0,0.0058823529411764705,0.029239766081871343,0.07142857142857142,0.03389830508474576,0.045454545454545456,0.07142857142857142,0.0,0.06321839080459771,0.0,0.013661111111111107,-0.00228852238174639,0.0012683821166793302,0.1948917657136917,-1437.0,-1181.0,-1251.0,-1347.0,-1284.0,1942.0,18828.664700005902
independent-evaluation,2wiki,11d05570088811ebbd6eac1f6bf848b6,2wiki::11d05570088811ebbd6eac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,3.0,3.0,3.0,13.0,28.0,211.0,15.0,7.0,1.0,28.0,6.0,1.0,0.6666666666666666,138.0,32.1517755,35.418983,2.855489067071917,0.2,0.2727272727272727,0.021739130434782608,0.028368794326241134,0.09210526315789473,0.06993006993006994,0.16312056737588654,0.11538461538461539,0.38461538461538464,0.050724637681159424,0.034722222222222224,0.15256666666666666,0.03512863630208998,0.28543373725395,0.3773694634437561,-857.0,-900.0,-1140.0,-686.0,-982.0,1587.0,16886.23360000929
independent-evaluation,2wiki,11d05570088811ebbd6eac1f6bf848b6,2wiki::11d05570088811ebbd6eac1f6bf848b6,2.0,1.0,1.0,0.6,-0.4,1.0,1.0,0.5,2.0,2.0,3.0,13.0,28.0,197.0,19.0,7.0,2.0,31.0,9.0,1.0,0.6666666666666666,172.0,30.075266666666664,35.418983,3.80614183938936,0.2,0.2727272727272727,0.01744186046511628,0.028735632183908046,0.08108108108108109,0.0670391061452514,0.10344827586206896,0.15,0.46153846153846156,0.028901734104046242,0.045454545454545456,0.013661111111111107,-0.017511632433245657,0.05967790404101772,0.04494290053844452,-857.0,-900.0,-1140.0,-686.0,-982.0,1803.0,15424.063899998146
independent-evaluation,2wiki,12020c02089811ebbd77ac1f6bf848b6,2wiki::12020c02089811ebbd77ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,32.0,242.0,20.0,4.0,1.0,32.0,6.0,1.0,0.8333333333333334,164.0,40.314491000000004,50.922424,8.532055718168003,0.0,0.0,0.0,0.012048192771084338,0.12643678160919541,0.05142857142857143,0.1927710843373494,0.0,0.0,0.09696969696969697,0.0,0.15256666666666666,-0.2834269772777941,0.046888636662625646,0.6295096278190613,-1084.0,-1463.0,-1052.0,-264.0,-1621.0,2121.0,18743.057200001203
independent-evaluation,2wiki,12020c02089811ebbd77ac1f6bf848b6,2wiki::12020c02089811ebbd77ac1f6bf848b6,2.0,1.0,1.0,0.29,-0.71,4.0,0.0,1.0,3.0,0.75,1.0,2.0,36.0,332.0,13.0,3.0,2.0,39.0,12.0,1.0,0.9166666666666666,333.0,33.645468666666666,50.922424,9.210009534521227,0.0,0.0,0.0,0.005988023952095809,0.07267441860465117,0.023668639053254437,0.12721893491124261,0.0,0.0,0.050595238095238096,0.0,0.013661111111111107,-0.36829606691060696,0.020994448067001563,0.17460249364376068,-1084.0,-1463.0,-1052.0,-264.0,-1621.0,3562.0,22591.775500004587
independent-evaluation,2wiki,12036cd8086f11ebbd62ac1f6bf848b6,2wiki::12036cd8086f11ebbd62ac1f6bf848b6,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.0,1.0,1.0,2.0,25.0,177.0,16.0,3.0,1.0,25.0,6.0,1.0,0.6666666666666666,94.0,34.725712333333334,42.98854,7.921034220798751,0.058823529411764705,0.0,0.0,0.021052631578947368,0.12264150943396226,0.0891089108910891,0.0,0.0,0.5,0.11578947368421053,0.05263157894736842,0.15256666666666666,-0.10451794492253247,0.12740437884893505,0.5453771948814392,-895.0,-1666.0,-625.0,-199.0,-1644.0,2337.0,22312.320000004547
independent-evaluation,2wiki,12036cd8086f11ebbd62ac1f6bf848b6,2wiki::12036cd8086f11ebbd62ac1f6bf848b6,2.0,0.0,0.0,0.33,0.33,2.0,1.0,0.6666666666666666,5.0,2.5,8.0,63.0,21.0,165.0,7.0,3.0,2.0,33.0,12.0,1.0,0.75,238.0,32.173339,42.98854,8.338595638233526,0.058823529411764705,0.045454545454545456,0.025,0.008368200836820083,0.048582995951417005,0.02510460251046025,0.0,0.0,1.0,0.03765690376569038,0.008368200836820083,0.013661111111111107,0.08526203847567737,0.23991508565148556,0.10283660143613815,-895.0,-1666.0,-625.0,-199.0,-1644.0,2542.0,12158.733299998858
independent-evaluation,2wiki,1242e2d60bdb11eba7f7acde48001122,2wiki::1242e2d60bdb11eba7f7acde48001122,1.0,0.0,0.0,0.67,0.67,1.0,1.0,0.5,2.0,2.0,1.0,7.0,25.0,171.0,9.0,4.0,1.0,25.0,6.0,1.0,0.8333333333333334,237.0,35.337537833333336,44.403664,7.071530035632657,0.07692307692307693,0.0,0.0,0.008368200836820083,0.05220883534136546,0.012345679012345678,0.0,0.0,0.6,0.03347280334728033,0.008368200836820083,0.15256666666666666,0.5629650598664575,0.7603090229540466,0.8337904214859009,-486.0,-48.0,-19.0,-165.0,-313.0,2164.0,17120.626499992795
